Activity Id,Date,Type,Route Name,Distance (km),Duration,Average Pace,Average Speed (km/h),Calories Burned,Climb (m),Average Heart Rate (bpm),Friend's Tagged,Notes,GPX File
5dbae6b1-f564-47f8-a6ac-c8233a100bfb,2023-05-30 14:51:23,Walking,,2.08,14:48,7:06,8.45,168.0,18,,"","",2023-05-30-145123.gpx
c75531e4-848a-4512-a77b-05d86c2d00e0,2023-05-30 10:57:01,Running,,5.00,26:40,5:20,11.25,428.0,92,,"","",2023-05-30-105701.gpx
8105723a-2d5a-41b8-91bd-e6d7f9cb7700,2023-05-29 17:15:16,Running,,4.11,22:02,5:22,11.19,354.0,77,,"","",2023-05-29-171516.gpx
152a0d18-a080-4d25-a849-371f8654c42e,2023-05-29 16:58:19,Walking,,2.08,14:21,6:53,8.71,168.0,18,,"","",2023-05-29-165819.gpx
eecffe5c-6d86-4420-8325-f854886ec135,2023-05-28 10:01:34,Running,,5.08,31:50,6:16,9.57,470.0,225,,"","",2023-05-28-100134.gpx
ea6ef65b-913c-4c7f-83ff-2bd0dda59e25,2023-05-27 09:52:01,Running,,4.48,27:09,6:04,9.89,423.0,227,,"","",2023-05-27-095201.gpx
500ba478-3fb5-472a-bf20-015eac59c00c,2023-05-26 11:58:20,Running,,2.41,13:29,5:35,10.75,196.0,37,,"","",2023-05-26-115820.gpx
66779c94-b028-4833-81ed-08d2164a7862,2023-05-26 11:21:30,Running,,1.91,14:01,7:19,8.20,199.0,157,,"","",2023-05-26-112130.gpx
224ee3a9-c9f7-41c1-8e9d-bd4d206afc2c,2023-05-25 10:40:24,Walking,,1.69,12:34,7:27,8.05,136.0,16,,"","",2023-05-25-104024.gpx
60018e3a-739a-4c30-bdb3-0474a15459ef,2023-05-24 11:12:46,Running,,5.04,26:25,5:14,11.45,432.0,95,,"","",2023-05-24-111246.gpx
b290ffe9-eb79-4b3a-b48b-9eb04d6fd266,2023-05-24 10:43:58,Walking,,2.09,14:02,6:42,8.94,170.0,18,,"","",2023-05-24-104358.gpx
b1002905-9376-4864-8c09-3bbd7e347b8e,2023-05-22 11:48:57,Walking,,2.05,16:00,7:48,7.69,160.0,17,,"","",2023-05-22-114857.gpx
9815219b-db88-43ef-a570-6225060112f1,2023-05-22 08:07:34,Running,,6.11,30:50,5:03,11.88,526.0,122,,"","",2023-05-22-080734.gpx
ca366278-1e5d-456c-9071-378ec708ef8d,2023-05-20 10:08:28,Running,,1.06,7:36,7:10,8.37,82.0,2,,"","",2023-05-20-100828.gpx
e153ee7e-2c3d-47d3-b865-692f3962c772,2023-05-20 09:54:39,Running,,2.01,8:19,4:09,14.47,171.0,40,,"","",2023-05-20-095439.gpx
fbff92b6-740c-44e9-b4fa-567f71bbf092,2023-05-20 09:29:42,Running,,2.60,11:02,4:15,14.11,220.0,51,,"","",2023-05-20-092942.gpx
a5cb7135-c400-4854-8860-a5e182918382,2023-05-20 09:25:07,Running,,1.00,3:53,3:52,15.50,84.0,18,,"","",2023-05-20-092507.gpx
e5c5fd4b-16b4-435c-bbe0-c74fecf99f98,2023-05-20 09:12:30,Running,,1.49,10:30,7:02,8.52,131.0,51,,"","",2023-05-20-091230.gpx
de3918ca-8a7f-4cc3-97b2-b5e9f9a176e9,2023-05-19 10:04:11,Walking,,1.64,12:57,7:53,7.61,131.0,15,,"","",2023-05-19-100411.gpx
cad4fb12-0c3f-4ff6-a9a1-91454712fd05,2023-05-19 08:55:53,Running,,5.08,28:42,5:39,10.61,437.0,98,,"","",2023-05-19-085553.gpx
14ee916b-71f5-4ed2-9de9-9c2b625fa30f,2023-05-18 14:45:20,Walking,,2.06,17:33,8:30,7.06,162.0,19,,"","",2023-05-18-144520.gpx
64223ca9-cc44-4490-b9bc-630767d7cd6b,2023-05-18 10:18:34,Running,,5.00,26:39,5:20,11.27,430.0,93,,"","",2023-05-18-101834.gpx
2513717c-4c87-4395-81f3-0e4085c90163,2023-05-17 11:04:37,Running,,4.60,24:16,5:17,11.37,395.0,83,,"","",2023-05-17-110437.gpx
e29fe87d-07ca-4a2d-a07b-386e87007520,2023-05-16 16:20:57,Walking,,2.09,20:11,9:40,6.21,159.0,18,,"","",2023-05-16-162057.gpx
4650c069-0871-4d60-9a28-a340a30e1a9e,2023-05-16 15:08:59,Running,,5.01,27:19,5:27,11.01,435.0,97,,"","",2023-05-16-150859.gpx
87e8a3d5-9e85-4e05-a70d-2bc73feeb31f,2023-05-15 10:35:15,Running,,5.01,26:37,5:19,11.29,432.0,94,,"","",2023-05-15-103515.gpx
71daccd1-d02e-4170-b486-29b547fc54b3,2023-05-15 10:14:44,Walking,,2.06,16:20,7:57,7.55,161.0,18,,"","",2023-05-15-101444.gpx
1e824c76-284e-4510-949d-236c949bc262,2023-05-14 10:02:10,Running,,4.11,23:29,5:43,10.51,353.0,75,,"","",2023-05-14-100210.gpx
eca5d423-d283-421f-a407-f2a2205896d6,2023-05-13 10:21:41,Running,,1.42,9:00,6:21,9.44,113.0,10,,"","",2023-05-13-102141.gpx
a753a97a-9e09-492c-9a45-98c8621e638f,2023-05-13 09:43:03,Running,,5.01,21:20,4:16,14.08,427.0,92,,"","",2023-05-13-094303.gpx
537b5632-def4-4a6a-aefa-2a0f8eb45152,2023-05-13 09:30:31,Running,,1.21,7:53,6:31,9.21,105.0,30,,"","",2023-05-13-093031.gpx
b923a4fa-3340-45c9-9390-987f78a49a14,2023-05-12 16:52:47,Walking,,2.08,19:41,9:29,6.33,154.0,19,,"","",2023-05-12-165247.gpx
a26869ef-717e-4480-8bf4-106e9c0fc6cd,2023-05-11 09:06:12,Walking,,2.05,17:05,8:21,7.19,156.0,19,,"","",2023-05-11-090612.gpx
3981860d-4d51-484c-bf13-e9055bf6cb1d,2023-05-11 07:26:42,Running,,8.09,42:37,5:16,11.39,697.0,154,,"","",2023-05-11-072642.gpx
1b57bc9f-772c-4601-8f57-6e811ca45e29,2023-05-10 12:25:59,Walking,,2.08,19:07,9:12,6.52,156.0,19,,"","",2023-05-10-122559.gpx
b78ccf61-c5b3-443c-b5e1-3444d0b88dbf,2023-05-10 11:07:34,Running,,5.06,27:34,5:27,11.02,435.0,97,,"","",2023-05-10-110734.gpx
e4daf84a-df16-462c-a54e-b1a1cdb8fd08,2023-05-09 14:52:31,Walking,,1.04,10:14,9:52,6.08,80.0,11,,"","",2023-05-09-145231.gpx
dc00bc45-d378-4c95-baf9-9136c7f21ba1,2023-05-09 10:54:47,Running,,4.99,26:16,5:16,11.40,431.0,93,,"","",2023-05-09-105447.gpx
ab1aa768-b245-4a34-8c42-da2278e4a34f,2023-05-08 10:59:18,Walking,,2.05,17:06,8:21,7.19,160.0,18,,"","",2023-05-08-105918.gpx
f5d044b6-6b04-432c-8dd7-bfdd2d55752a,2023-05-08 10:25:32,Running,,5.06,26:32,5:14,11.45,435.0,96,,"","",2023-05-08-102532.gpx
f98e225d-a9ee-4a75-aa20-c5627db1c118,2023-05-07 17:40:20,Walking,,1.90,17:14,9:04,6.61,149.0,17,,"","",2023-05-07-174020.gpx
2aa16d28-ae7b-4baa-9d16-f822c54b4b63,2023-05-07 08:42:12,Running,,10.43,1:41:26,9:44,6.17,989.0,702,,"","",2023-05-07-084212.gpx
8bcb4e92-532a-4b84-90a9-58b9cb0c6f16,2023-05-06 09:34:24,Running,,5.01,21:30,4:18,13.97,428.0,95,,"","",2023-05-06-093424.gpx
caf5c9d1-4c60-437c-a16a-220a4b8e9e64,2023-05-05 12:33:18,Walking,,0.84,10:32,12:32,4.79,62.0,7,,"","",2023-05-05-123318.gpx
24c3510f-5ef6-46a2-876a-6e7f82fdcf61,2023-05-05 11:28:27,Running,,5.23,24:50,4:45,12.63,450.0,100,,"","",2023-05-05-112827.gpx
8c8a5150-a15e-4497-904e-5426b86372d1,2023-05-04 15:05:29,Walking,,2.08,19:14,9:16,6.47,159.0,18,,"","",2023-05-04-150529.gpx
52f71f03-0e8a-4df6-933a-f8a1ff8a00d2,2023-05-04 09:08:43,Running,,5.00,26:08,5:13,11.49,433.0,95,,"","",2023-05-04-090843.gpx
5054e711-a1c1-4638-bf43-68d6014ec54e,2023-05-03 16:11:52,Running,,4.98,25:44,5:10,11.61,430.0,93,,"","",2023-05-03-161152.gpx
308216c6-1821-4514-994a-33cba7a13878,2023-05-03 15:31:06,Walking,,2.06,18:39,9:04,6.62,160.0,18,,"","",2023-05-03-153106.gpx
bb751c0e-ca9f-4500-927b-23c741027370,2023-05-02 11:39:48,Walking,,1.72,15:24,8:57,6.71,134.0,16,,"","",2023-05-02-113948.gpx
ea345729-5f66-45a4-819f-c1a522e05bc0,2023-05-02 10:53:10,Running,,6.22,32:57,5:18,11.32,538.0,122,,"","",2023-05-02-105310.gpx
eea9589c-5d2b-4904-95ce-05260822639c,2023-05-01 11:04:46,Walking,,1.98,16:06,8:07,7.40,159.0,18,,"","",2023-05-01-110446.gpx
f66d0d50-a820-40f2-b9cd-228dd63174be,2023-05-01 10:17:12,Running,,6.10,32:10,5:16,11.38,526.0,117,,"","",2023-05-01-101712.gpx
b222eaff-39c8-47f4-8b1a-18cde2b7d05d,2023-04-30 08:47:56,Walking,,9.20,3:10:26,20:42,2.90,771.0,577,,"","",2023-04-30-084756.gpx
2eb936ef-6691-4a0a-ad48-cedf3b7c4211,2023-04-29 09:36:30,Running,,8.72,50:36,5:48,10.34,750.0,190,,"","",2023-04-29-093630.gpx
e6c0a0d1-45fd-495e-b334-7d5f306b5d26,2023-04-28 11:46:28,Walking,,2.10,15:45,7:29,8.02,155.0,16,,"","",2023-04-28-114628.gpx
728a57e0-d36b-4849-96c6-a09f923ea915,2023-04-28 11:09:59,Running,,6.11,32:32,5:20,11.26,527.0,121,,"","",2023-04-28-110959.gpx
14df9687-a5bd-4966-9479-b932cff5c5ef,2023-04-27 09:32:12,Walking,,2.04,16:04,7:52,7.62,160.0,18,,"","",2023-04-27-093212.gpx
03c999ef-f177-4ea2-880f-5c62e5ac733f,2023-04-27 08:48:58,Running,,6.02,31:33,5:14,11.46,517.0,108,,"","",2023-04-27-084858.gpx
b9683ec1-1c73-498b-97e7-3e4c0bae9397,2023-04-26 15:56:26,Walking,,1.92,16:27,8:33,7.01,150.0,18,,"","",2023-04-26-155626.gpx
390bc936-c645-44f1-96de-dc2ed4927780,2023-04-26 09:09:03,Running,,1.87,10:07,5:25,11.08,157.0,21,,"","",2023-04-26-090903.gpx
b6332088-c2bc-4c0a-b269-6adbf85dd78b,2023-04-25 15:31:16,Running,,6.12,31:35,5:10,11.62,529.0,119,,"","",2023-04-25-153116.gpx
616bcea6-0834-41ec-af7f-ed69f730dea1,2023-04-24 15:48:47,Walking,,2.02,17:27,8:37,6.96,157.0,17,,"","",2023-04-24-154847.gpx
176ffe02-1831-4282-b348-ef6889f5d7fb,2023-04-24 10:38:13,Running,,5.02,26:45,5:19,11.27,432.0,95,,"","",2023-04-24-103813.gpx
b7b764b9-7687-4b5d-9f32-8e9c5dc65c2c,2023-04-23 08:04:26,Running,,18.39,4:00:00,13:03,4.60,1738.0,1228,,"","",2023-04-23-080426.gpx
25256aa5-6f48-46fa-b9d6-0f3522909b6f,2023-04-22 16:39:13,Walking,,2.16,28:15,13:03,4.60,152.0,18,,"","",2023-04-22-163913.gpx
e69db963-90f3-453d-aedb-9abb21e565af,2023-04-22 12:41:01,Running,,0.65,3:52,5:59,10.04,57.0,15,,"","",2023-04-22-124101.gpx
c4f9b16a-d970-4278-bf6f-7304e6c4bfee,2023-04-22 12:11:19,Running,,5.01,23:24,4:40,12.83,435.0,98,,"","",2023-04-22-121119.gpx
a0176840-7975-4782-b70b-4095d47265fa,2023-04-22 12:00:45,Running,,1.00,6:17,6:16,9.58,81.0,7,,"","",2023-04-22-120045.gpx
bffb7031-bf69-4aff-ae7b-34693328ba56,2023-04-21 11:01:41,Walking,,2.03,17:05,8:26,7.12,156.0,18,,"","",2023-04-21-110141.gpx
3d25b001-e8f1-4df7-be15-88fbd7af6518,2023-04-21 10:21:38,Running,,7.10,35:33,5:01,11.98,615.0,142,,"","",2023-04-21-102138.gpx
6ab8b929-a0e6-4a9f-99e1-c9005454f5f8,2023-04-20 17:07:37,Walking,,2.04,20:00,9:47,6.13,145.0,18,,"","",2023-04-20-170737.gpx
de7580d5-2e17-4da9-81a0-aaff4b471216,2023-04-20 11:29:46,Running,,5.00,26:21,5:16,11.38,430.0,95,,"","",2023-04-20-112946.gpx
ad48afd0-4b3e-469e-b649-f8a0b50a1962,2023-04-19 15:56:58,Walking,,1.85,17:11,9:19,6.44,141.0,17,,"","",2023-04-19-155658.gpx
ff809b58-9779-4271-89ef-09d69b46706f,2023-04-19 14:53:06,Running,,6.05,31:12,5:10,11.63,523.0,119,,"","",2023-04-19-145306.gpx
c24e266b-1d4c-4108-974e-c18ad5873375,2023-04-18 17:03:27,Walking,,2.01,13:22,6:38,9.04,159.0,17,,"","",2023-04-18-170327.gpx
b6ba9aff-8c52-4906-a6fc-7e437185cc1b,2023-04-18 16:01:54,Walking,,0.78,10:04,12:57,4.63,51.0,8,,"","",2023-04-18-160154.gpx
659f7a46-300f-46ad-a687-fd97b48f272b,2023-04-17 15:53:27,Walking,,2.02,18:21,9:06,6.60,151.0,17,,"","",2023-04-17-155327.gpx
d598c1f8-598c-487a-8448-05d0619d09b6,2023-04-17 10:56:42,Running,,6.22,32:30,5:13,11.49,539.0,120,,"","",2023-04-17-105642.gpx
4d53d4e6-6156-447c-ae34-a0b0f7f64984,2023-04-16 08:49:49,Running,,10.10,1:20:25,7:58,7.53,865.0,266,,"","",2023-04-16-084949.gpx
165256e8-5b5a-47fa-860e-2c2c746db817,2023-04-15 12:06:56,Running,,3.00,15:30,5:10,11.61,261.0,60,,"","",2023-04-15-120656.gpx
c9d78ee5-fba5-44a1-bdb9-5eedd9779f80,2023-04-15 09:17:40,Running,,2.47,15:16,6:11,9.71,208.0,34,,"","",2023-04-15-091740.gpx
f9506cdf-129f-4405-b279-cec23fb8411a,2023-04-14 08:43:29,Running,,4.90,25:40,5:15,11.44,419.0,85,,"","",2023-04-14-084329.gpx
a0f063e3-7766-450e-81e1-1cffc0f9cd10,2023-04-13 11:39:51,Running,,1.80,11:50,6:34,9.14,148.0,13,,"","",2023-04-13-113951.gpx
515951ff-5037-465d-b13a-db487cae53ad,2023-04-13 08:26:56,Running,,6.16,32:39,5:18,11.32,531.0,119,,"","",2023-04-13-082656.gpx
eacd9c35-a766-4308-81ae-8c86202ba63b,2023-04-12 16:31:58,Walking,,2.17,20:13,9:18,6.45,161.0,18,,"","",2023-04-12-163158.gpx
b4fb4afd-e281-4299-a1bd-2965da0b9cdd,2023-04-12 10:57:41,Running,,6.12,33:39,5:30,10.92,531.0,123,,"","",2023-04-12-105741.gpx
8eefe5b9-1ba6-4dcf-810f-ac9bda874d25,2023-04-11 16:10:04,Walking,,2.02,15:16,7:34,7.93,159.0,18,,"","",2023-04-11-161004.gpx
3e859c19-cc64-4d7e-ab27-0a1d66a81309,2023-04-10 11:35:09,Walking,,2.05,17:17,8:25,7.12,158.0,18,,"","",2023-04-10-113509.gpx
47bbe8dc-58b6-4cda-909b-814d807913f1,2023-04-10 10:32:56,Running,,6.06,30:59,5:07,11.73,523.0,119,,"","",2023-04-10-103256.gpx
f5e915cc-1ab9-4fe7-bd31-47a739bc3597,2023-04-09 17:35:33,Walking,,2.00,19:12,9:37,6.24,146.0,18,,"","",2023-04-09-173533.gpx
a28efee8-a627-499a-ac25-dce4acffdf0b,2023-04-09 09:55:07,Running,,6.01,33:18,5:32,10.83,498.0,64,,"","",2023-04-09-095507.gpx
ae23ea12-bc95-46cc-bf65-282faee937c9,2023-04-08 10:08:21,Running,,4.60,25:30,5:33,10.82,400.0,94,,"","",2023-04-08-100821.gpx
a80c6732-b951-4a91-86f5-165937ad8f30,2023-04-08 08:56:48,Running,,1.56,8:24,5:24,11.11,132.0,24,,"","",2023-04-08-085648.gpx
79e3af42-b4fe-4ca7-81a0-b37bddf0e537,2023-04-07 16:16:44,Walking,,2.06,16:33,8:02,7.46,159.0,18,,"","",2023-04-07-161644.gpx
f84c0013-b9a6-4d3f-87d5-12e436f418a0,2023-04-07 12:09:49,Running,,5.70,31:35,5:32,10.83,493.0,114,,"","",2023-04-07-120949.gpx
eda973c3-052d-4d6e-88d2-04d6220a3df3,2023-04-04 11:29:50,Walking,,2.05,16:18,7:57,7.55,157.0,18,,"","",2023-04-04-112950.gpx
4b64b5c1-4f40-4941-abdb-3bc48a1418c9,2023-04-04 09:38:33,Running,,6.06,29:54,4:56,12.16,522.0,117,,"","",2023-04-04-093833.gpx
e525162c-4237-41a3-bab3-6a67d6110381,2023-04-03 08:21:54,Running,,5.84,31:05,5:19,11.27,520.0,149,,"","",2023-04-03-082154.gpx
0a0479ac-f696-4950-a080-d5b962d09a4d,2023-04-02 09:01:32,Running,,6.74,35:11,5:13,11.50,557.0,49,,"","",2023-04-02-090132.gpx
2a51a2d4-0424-4b49-ab2f-6389967a5ca8,2023-04-01 09:08:19,Running,,8.38,47:26,5:40,10.60,744.0,216,,"","",2023-04-01-090819.gpx
81b9971e-93aa-41e8-bcca-f8df09f04d85,2023-03-31 14:32:14,Running,,5.00,27:12,5:26,11.03,431.0,96,,"","",2023-03-31-143214.gpx
eb9db1b3-8623-4999-9544-50bd228d126e,2023-03-30 10:30:51,Running,,5.05,27:31,5:27,11.01,433.0,95,,"","",2023-03-30-103051.gpx
c6d900a6-a4aa-4296-a7fc-ed42eb11d60a,2023-03-29 11:06:02,Running,,5.07,28:58,5:43,10.49,436.0,95,,"","",2023-03-29-110602.gpx
29e33a90-8a75-40b3-a8ca-22f1d989d610,2023-03-28 15:38:09,Walking,,2.03,18:09,8:55,6.72,154.0,18,,"","",2023-03-28-153809.gpx
f63a192e-38f5-4441-8082-0cee7127f34f,2023-03-28 08:55:56,Running,,6.12,35:43,5:50,10.29,529.0,121,,"","",2023-03-28-085556.gpx
e030ef6f-2aff-45bb-a1ac-342770bbd747,2023-03-26 07:25:24,Running,,21.56,1:42:08,4:44,12.66,1800.0,261,,"","",2023-03-26-072524.gpx
4d3da9ac-7f38-4b77-90d5-7958af5c5027,2023-03-25 15:00:36,Running,,5.00,21:50,4:22,13.73,434.0,108,,"","",2023-03-25-150036.gpx
9284f2f3-7770-48fb-bcaf-c19eebb67da7,2023-03-25 14:48:12,Running,,1.38,8:21,6:02,9.93,122.0,36,,"","",2023-03-25-144812.gpx
a18864a9-1f98-43ec-9f16-4afc6fb87f4d,2023-03-23 08:21:46,Running,,5.10,26:58,5:17,11.34,454.0,129,,"","",2023-03-23-082146.gpx
d122902f-9bc2-487e-8008-e48633ce8027,2023-03-22 10:49:29,Running,,5.02,28:11,5:37,10.68,433.0,95,,"","",2023-03-22-104929.gpx
eb6e1ff6-b969-46b2-b1d8-91b0b068b35e,2023-03-21 07:12:01,Running,,7.27,40:31,5:34,10.76,629.0,146,,"","",2023-03-21-071201.gpx
72fbeb8e-01ac-4ed9-a76b-2deeba8a3d12,2023-03-20 10:38:30,Cycling,,13.43,1:00:00,4:28,13.43,389.0,295,,"","",2023-03-20-103830.gpx
20eb5622-96a9-4004-ab36-082eed80b154,2023-03-19 08:56:57,Running,,15.00,1:45:29,7:02,8.53,1344.0,577,,"","",2023-03-19-085657.gpx
811cebbf-2b4c-4602-a89f-447fa0727d26,2023-03-18 15:03:49,Running,,5.58,31:21,5:37,10.68,479.0,124,,"","",2023-03-18-150349.gpx
6a1c8e3c-dfbb-43d3-88b9-cccbe9feebd3,2023-03-18 08:18:00,Running,,5.00,28:34,5:43,10.49,431.0,96,,"","",2023-03-18-081800.gpx
18dfb280-6ecd-4aca-b968-3dc89be7ccf4,2023-03-17 09:23:04,Running,,6.45,37:36,5:50,10.29,549.0,109,,"","",2023-03-17-092304.gpx
45701a69-fabd-45b0-a998-7d1fe952750c,2023-03-16 07:10:46,Running,,7.25,40:05,5:31,10.86,629.0,149,,"","",2023-03-16-071046.gpx
0f41c3d8-529d-4457-8672-3ebb7a565da8,2023-03-15 10:14:48,Running,,6.06,32:18,5:20,11.26,522.0,119,,"","",2023-03-15-101448.gpx
73f1bc8f-5d16-474b-87cd-842dec5cb042,2023-03-14 07:14:50,Running,,8.06,42:50,5:19,11.30,696.0,148,,"","",2023-03-14-071450.gpx
672e2926-24f6-44d2-b1f1-2f81e25a09fa,2023-03-13 08:53:00,Running,,7.10,38:52,5:28,10.96,611.0,137,,"","",2023-03-13-085300.gpx
fb1777e3-bfea-4ef4-b394-730084442b55,2023-03-12 08:56:32,Running,,6.04,32:27,5:22,11.17,518.0,120,,"","",2023-03-12-085632.gpx
14000505-0ea7-4c6a-acfa-09285650db91,2023-03-11 10:34:32,Running,,5.00,21:18,4:16,14.09,428.0,98,,"","",2023-03-11-103432.gpx
9fcb2f2f-d42e-4451-b1fe-de9214e4ff53,2023-03-10 10:34:03,Running,,6.08,30:55,5:05,11.80,525.0,116,,"","",2023-03-10-103403.gpx
8c98514f-cebe-42f8-b4b7-7f3a7d0f1296,2023-03-07 05:32:12,Running,,8.02,44:35,5:34,10.79,685.0,180,,"","",2023-03-07-053212.gpx
b4b04924-89fe-40ec-a99f-ad6fcd316d93,2023-03-06 04:27:10,Running,,7.50,44:03,5:52,10.21,657.0,178,,"","",2023-03-06-042710.gpx
96ac75c5-9d9b-4155-b023-f60515f6d20e,2023-03-05 07:01:07,Running,,10.36,58:05,5:36,10.70,891.0,121,,"","",2023-03-05-070107.gpx
4cb58b57-95e9-4a04-9aea-5adcf0dd4077,2023-03-05 04:55:10,Running,,2.77,17:22,6:16,9.57,234.0,57,,"","",2023-03-05-045510.gpx
44667d81-2694-430c-a9f1-4fcdd079b6ca,2023-03-04 05:10:37,Running,,8.00,45:50,5:44,10.47,707.0,188,,"","",2023-03-04-051037.gpx
35a20bbb-a471-41b0-8f57-d668a452a50b,2023-03-03 06:54:48,Running,,5.00,35:47,7:09,8.39,433.0,129,,"","",2023-03-03-065448.gpx
2d7b9c24-822d-47ef-b33a-1ce6dffec73b,2023-03-03 04:57:51,Running,,9.17,53:27,5:50,10.30,824.0,246,,"","",2023-03-03-045751.gpx
1b44a9c7-0344-4876-b46f-7a91f8cbb87a,2023-03-02 08:40:23,Running,,7.10,40:01,5:38,10.65,626.0,181,,"","",2023-03-02-084023.gpx
fb5b0f8f-9515-44d5-8737-ef8e58d8641b,2023-03-01 05:46:34,Running,,3.73,22:33,6:02,9.93,330.0,86,,"","",2023-03-01-054634.gpx
7cc98d2f-613a-4048-a359-f34c64116677,2023-03-01 04:23:36,Running,,5.78,31:12,5:24,11.11,464.0,99,,"","",2023-03-01-042336.gpx
b5dd2920-6d41-46d5-949a-61d9368fdc4c,2023-02-28 04:54:47,Running,,8.65,49:11,5:41,10.56,769.0,214,,"","",2023-02-28-045447.gpx
aca45526-53eb-43a8-b1d9-c0067bf8d739,2023-02-27 06:26:54,Running,,4.00,21:29,5:22,11.18,363.0,115,,"","",2023-02-27-062654.gpx
bfcdfb65-dd53-4be2-8b91-931f16d7b7bf,2023-02-27 03:57:56,Running,,6.82,39:24,5:47,10.38,601.0,173,,"","",2023-02-27-035756.gpx
3655d57f-116d-4d38-b97e-5b2d7c26d64a,2023-02-26 03:01:34,Running,,1.97,9:48,4:58,12.08,163.0,20,,"","",2023-02-26-030134.gpx
889d8288-5c12-4cc5-b677-bc0567e207a8,2023-02-24 10:18:40,Running,,8.00,38:37,4:49,12.44,690.0,110,,"","",2023-02-24-101840.gpx
408eb9f7-724d-437d-b56c-9671b1a19341,2023-02-23 04:46:46,Running,,12.23,1:12:01,5:53,10.19,1060.0,232,,"","",2023-02-23-044646.gpx
30e240a5-f541-4548-8182-53cd733cb9d1,2023-02-22 12:03:23,Running,,7.95,48:07,6:03,9.92,684.0,120,,"","",2023-02-22-120323.gpx
2154178a-c4b1-4e15-b000-b0d8215afe7e,2023-02-21 03:33:21,Running,,10.10,56:09,5:33,10.80,866.0,133,,"","",2023-02-21-033321.gpx
395a64fa-1bf9-44f6-a432-ff386290e271,2023-02-20 12:00:58,Running,,6.60,36:30,5:32,10.84,551.0,104,,"","",2023-02-20-120058.gpx
ce72974f-748e-4445-abc2-7c2e3dc07a9f,2023-02-19 04:05:46,Running,,14.23,1:18:25,5:31,10.89,1216.0,193,,"","",2023-02-19-040546.gpx
23f12ff0-886b-4a80-a231-fcd2e4041be5,2023-02-17 10:36:38,Running,,2.16,14:02,6:30,9.22,188.0,54,,"","",2023-02-17-103638.gpx
4fee3618-203d-4096-960c-9fbe211c54e3,2023-02-16 07:08:25,Running,,1.00,5:27,5:29,10.96,89.0,17,,"","",2023-02-16-070825.gpx
51ccbe17-fe1a-4cfd-bb2e-b39d5fa481d3,2023-02-16 05:17:41,Running,,11.00,1:04:29,5:52,10.24,976.0,255,,"","",2023-02-16-051741.gpx
3e6cb0b2-e158-4873-8fe9-e1900cfdcf2f,2023-02-15 06:59:41,Running,,3.00,17:31,5:50,10.29,258.0,61,,"","",2023-02-15-065941.gpx
9c770650-8d83-477e-a748-bf57c37fc62c,2023-02-15 04:25:47,Running,,5.47,37:05,6:47,8.85,482.0,158,,"","",2023-02-15-042547.gpx
fe353c39-aba6-4ec2-b5c9-97f798f81dd2,2023-02-15 03:23:38,Running,,6.32,45:18,7:10,8.37,528.0,121,,"","",2023-02-15-032338.gpx
182343a7-6887-47aa-bde1-ec61acd3c21b,2023-02-14 11:54:11,Running,,2.87,16:44,5:50,10.29,267.0,89,,"","",2023-02-14-115411.gpx
5b80aad1-a7f1-4c30-ad4f-99371b758419,2023-02-14 06:24:13,Running,,11.00,1:09:47,6:21,9.46,960.0,242,,"","",2023-02-14-062413.gpx
47082a73-90a6-4944-b885-1adae1301299,2023-02-11 10:12:12,Running,,1.00,5:18,5:18,11.30,82.0,10,,"","",2023-02-11-101212.gpx
ce7b52f3-0306-49d4-a99d-e6cd5ca70444,2023-02-11 09:29:21,Running,,5.00,22:18,4:27,13.47,442.0,97,,"","",2023-02-11-092921.gpx
8f7559e1-7f41-44de-b5b6-6e4230b7bc76,2023-02-11 09:17:00,Running,,1.48,9:27,6:23,9.41,133.0,39,,"","",2023-02-11-091700.gpx
e221ad54-6682-4a9b-89b4-cc54f7ab6712,2023-02-10 08:52:55,Running,,7.07,40:10,5:41,10.56,606.0,111,,"","",2023-02-10-085255.gpx
2a81d282-cdb9-434f-ae19-2b0a54f9b6ff,2023-02-09 17:13:48,Running,,4.35,23:32,5:24,11.10,401.0,124,,"","",2023-02-09-171348.gpx
f71c4ee4-0992-4133-bbc3-d8eebc8aa7ee,2023-02-09 10:32:35,Walking,,1.52,11:09,7:21,8.17,124.0,16,,"","",2023-02-09-103235.gpx
bc6e400e-a6f9-4b37-8f13-eda4860c7f3b,2023-02-08 15:51:17,Walking,,1.50,10:50,7:14,8.29,121.0,16,,"","",2023-02-08-155117.gpx
59f6cbc0-3504-4e75-a5d4-0dbd912cef58,2023-02-08 07:11:39,Running,,6.04,33:45,5:35,10.74,538.0,121,,"","",2023-02-08-071139.gpx
c5e504c0-c6e8-4846-bb88-addae7ee0758,2023-02-07 16:36:57,Walking,,1.87,16:38,8:52,6.76,146.0,16,,"","",2023-02-07-163657.gpx
c450380e-7bb8-47b4-afbe-b00d86edf730,2023-02-07 07:43:41,Running,,1.98,10:09,5:08,11.69,161.0,20,,"","",2023-02-07-074341.gpx
6540a8d9-1c61-4249-9074-c53aaa6d58da,2023-02-07 07:22:35,Running,,2.70,20:38,7:38,7.86,266.0,92,,"","",2023-02-07-072235.gpx
deaaa0d3-a753-4bda-aabe-107d997a829c,2023-02-06 17:46:40,Walking,,2.02,16:25,8:08,7.37,162.0,18,,"","",2023-02-06-174640.gpx
