Activity Id,Date,Type,Route Name,Distance (km),Duration,Average Pace,Average Speed (km/h),Calories Burned,Climb (m),Average Heart Rate (bpm),Friend's Tagged,Notes,GPX File
026109a0-40fc-45f0-81d9-a3a8d18576b5,2023-02-06 07:59:27,Running,,5.00,26:42,5:21,11.23,440.0,92,,"","",2023-02-06-075927.gpx
0b6523db-c5db-4581-8469-e1a4119d73da,2023-02-04 10:37:32,Running,,1.64,9:50,6:00,10.00,130.0,1,,"","",2023-02-04-103732.gpx
d14c988f-0dc5-4615-b0c3-3a66883d994e,2023-02-04 09:57:11,Running,,5.00,22:00,4:24,13.64,437.0,92,,"","",2023-02-04-095711.gpx
26180dd8-ee32-4115-95b7-19830a42a88b,2023-02-04 09:44:07,Running,,1.30,8:17,6:23,9.41,117.0,39,,"","",2023-02-04-094407.gpx
0794ff06-c333-4576-a625-e940241b97e9,2023-02-03 09:03:32,Cycling,,13.61,44:20,3:16,18.41,335.0,166,,"","",2023-02-03-090332.gpx
f88642d2-5f5d-4c67-ae16-8b85002206c2,2023-02-02 15:31:02,Running,,2.00,13:21,6:40,9.00,168.0,18,,"","",2023-02-02-153102.gpx
4aa04f9c-7dc2-48f2-bc73-4e4d5ed8413e,2023-02-01 08:16:38,Running,,6.16,41:43,6:46,8.87,535.0,97,,"","",2023-02-01-081638.gpx
c0e87d54-9ccf-46e1-af28-bfe5d680e39e,2023-01-31 10:00:38,Running,,5.01,25:52,5:10,11.63,442.0,94,,"","",2023-01-31-100038.gpx
57ffa79c-6701-4fa2-96ec-beeb245d9111,2023-01-29 09:11:17,Running,,16.00,1:38:28,6:09,9.75,1439.0,421,,"","",2023-01-29-091117.gpx
4518f83a-303f-452c-96c9-07bb35a15d3b,2023-01-28 09:23:55,Running,,5.01,22:12,4:26,13.53,441.0,96,,"","",2023-01-28-092355.gpx
1d2fc890-7bdd-4031-b748-82061dc4514e,2023-01-28 09:08:52,Running,,1.21,8:29,7:02,8.52,117.0,54,,"","",2023-01-28-090852.gpx
67634368-7499-42f7-b2c1-b945f59f8a60,2023-01-27 15:09:34,Running,,5.10,24:30,4:48,12.49,457.0,105,,"","",2023-01-27-150934.gpx
171c6f41-0073-4076-ab0f-4b072791545d,2023-01-27 14:55:59,Running,,1.00,6:10,6:08,9.77,95.0,37,,"","",2023-01-27-145559.gpx
6dabad4c-d8d6-4a37-8cdc-4e43a22b2117,2023-01-26 09:15:22,Running,,5.00,28:05,5:37,10.69,442.0,94,,"","",2023-01-26-091522.gpx
88cb47f3-d3a5-4682-9944-648a68e7a1ac,2023-01-25 09:54:27,Running,,5.00,27:12,5:26,11.04,444.0,95,,"","",2023-01-25-095427.gpx
ac62e9c6-9713-4dc2-bd7f-afe51a8779ee,2023-01-24 15:41:11,Running,,5.00,24:55,4:59,12.04,446.0,101,,"","",2023-01-24-154111.gpx
2bcc566e-a48d-46ea-887c-8ef0b9bf9271,2023-01-24 15:30:26,Running,,1.87,9:01,4:50,12.42,125.0,39,,"","",2023-01-24-153026.gpx
8b1efc4b-e0f8-4549-9e28-539a20ecfa00,2023-01-24 10:41:36,Walking,,2.00,13:07,6:33,9.16,164.0,17,,"","",2023-01-24-104136.gpx
ad420c04-8f31-4c4f-a4f8-bbc713f3542e,2023-01-23 10:48:38,Running,,7.00,41:50,5:58,10.04,611.0,113,,"","",2023-01-23-104838.gpx
cf03a11a-4d47-43b8-ae4d-30fe6bbd8ec5,2023-01-22 07:20:07,Running,,4.82,20:02,4:10,14.42,396.0,31,,"","",2023-01-22-072007.gpx
6a6f53ae-0f96-41db-b48a-5479314d811a,2023-01-21 09:29:04,Running,,5.00,21:53,4:23,13.71,440.0,100,,"","",2023-01-21-092904.gpx
78d38c7e-bd2e-44be-b675-8705d5136431,2023-01-21 09:14:20,Running,,1.24,8:29,6:49,8.80,115.0,52,,"","",2023-01-21-091420.gpx
4e885898-8035-41f1-80f9-9e0ddd4255d2,2023-01-20 07:48:31,Walking,,5.00,28:12,5:38,10.64,441.0,93,,"","",2023-01-20-074831.gpx
ea623035-9fc8-4c5e-8bdd-373f01bfe142,2023-01-19 07:26:18,Walking,,2.73,43:27,15:54,3.77,170.0,20,,"","",2023-01-19-072618.gpx
84404a3e-dd56-4503-9c12-94ff2627a58d,2023-01-18 16:34:54,Running,,5.00,26:38,5:19,11.27,427.0,51,,"","",2023-01-18-163454.gpx
e0eaaa57-7970-47f7-ac6f-a2fcb6c8225e,2023-01-14 07:40:16,Running,,5.00,32:18,6:28,9.28,425.0,52,,"","",2023-01-14-074016.gpx
23ea3b12-cdc9-4822-8a37-52dc4b43a762,2023-01-10 09:59:08,Running,,6.16,33:44,5:29,10.95,525.0,67,,"","",2023-01-10-095908.gpx
4fec0d4b-f973-4eda-9a92-3eb64903fd63,2023-01-08 07:56:36,Running,,5.02,28:18,5:38,10.64,442.0,93,,"","",2023-01-08-075636.gpx
6fc8b714-0f33-4ed3-b049-9b0a11dfd8f6,2023-01-06 09:57:28,Running,,4.98,26:54,5:24,11.11,441.0,94,,"","",2023-01-06-095728.gpx
a38dc339-372c-4bd0-a76c-f7b16e9bf9e8,2023-01-05 10:29:24,Running,,5.00,28:21,5:40,10.57,439.0,94,,"","",2023-01-05-102924.gpx
f8d51467-eafe-4aa7-ab99-b8733a22af8d,2023-01-03 08:30:13,Running,,7.88,45:01,5:43,10.50,717.0,195,,"","",2023-01-03-083013.gpx
777a8e40-61f0-47e6-add6-9b31f2c7183e,2023-01-02 11:01:53,Running,,4.99,23:53,4:47,12.54,440.0,93,,"","",2023-01-02-110153.gpx
e09ff2ee-d4fe-428b-88ee-a52a5e46f2cc,2023-01-01 12:50:16,Running,,5.00,28:02,5:37,10.70,442.0,95,,"","",2023-01-01-125016.gpx
